0.0000000,-0.1810948,-5.9065997,2.4909102,0.2200894,0.0000000,0.0000000
0.1979185,-0.2973050,-6.0662163,2.5332799,0.2086927,0.8897606,2.0000000
0.3958370,-0.4070987,-6.2308844,2.5734808,0.2011044,1.2555430,1.9824174
0.5937555,-0.5102080,-6.3997741,2.6135713,0.2039427,1.5339683,1.9620967
0.7916740,-0.6063282,-6.5725385,2.6544324,0.2111390,1.7664473,1.9383675
0.9895925,-0.6954861,-6.7498698,2.6973636,0.2215003,1.9688649,1.9101118
1.1875110,-0.7763652,-6.9300401,2.7423777,0.2347602,2.1491575,1.8756429
1.3854295,-0.8490870,-7.1145484,2.7904335,0.2504054,2.3117622,1.8324879
1.5833480,-0.9124016,-7.3019846,2.8418892,0.2702690,2.4592431,1.7775804
1.7812665,-0.9656747,-7.4928367,2.8975521,0.2901566,2.5927644,1.7041118
1.9791850,-1.0078433,-7.6862043,2.9568540,0.3097834,2.7129748,1.6112826
2.1771035,-1.0380851,-7.8821645,3.0212469,0.3437010,2.8199772,1.4956640
2.3750220,-1.0548419,-8.0789033,3.0935059,0.3893448,2.9098415,1.3008031
2.5729405,-1.0565133,-8.2775522,-3.1094376,0.4179481,2.8889140,-0.3065738
2.7708590,-1.0418106,-8.4744796,-3.0235746,0.4513456,2.8158989,-1.0522960
2.9687775,-1.0094572,-8.6701036,-2.9305913,0.4881283,2.7504377,-0.9205281
3.1666960,-0.9583787,-8.8615399,-2.8299945,0.5224934,2.6933996,-0.7844288
3.3646145,-0.8882690,-9.0454982,-2.7237481,0.5589819,2.6698149,-0.3195509
3.5625330,-0.7974053,-9.2227918,-2.6124832,0.5552987,2.6589737,-0.1459451
3.7604515,-0.6883978,-9.3876859,-2.5022390,0.5614914,2.6352352,-0.3174957
3.9583700,-0.5622627,-9.5389196,-2.3900142,0.5805706,2.6248379,-0.1381639
4.1562885,-0.4179485,-9.6764227,-2.2742941,0.5765413,2.6143993,-0.1381639
4.3542070,-0.2602713,-9.7954794,-2.1614334,0.5544542,2.6299490,0.2060147
4.5521255,-0.0915974,-9.8961920,-2.0589962,0.4908102,2.6621029,0.4298740
4.7500440,0.0868806,-9.9805379,-1.9678473,0.4212721,2.7242389,0.8455133
4.9479625,0.2719474,-10.0491545,-1.8831211,0.4372458,2.8029237,1.0986949
5.1458810,0.4619035,-10.1014296,-1.7940533,0.4772201,2.7743569,-0.4025018
5.3437995,0.6566246,-10.1357882,-1.6955648,0.5169171,2.7221660,-0.7247141
5.5417180,0.8547665,-10.1501177,-1.5893414,0.5440823,2.7114257,-0.1474297
5.7396365,1.0521079,-10.1433392,-1.4843306,0.5212023,2.7006428,-0.1474297
5.9375550,1.2476391,-10.1163680,-1.3842722,0.4888168,2.7353149,0.4761461
6.1354735,1.4406354,-10.0703603,-1.2902771,0.4577610,2.7826551,0.6599219
6.3333920,1.6284043,-10.0071197,-1.2025045,0.4297516,2.8370046,0.7715954
6.5313105,1.8094976,-9.9285446,-1.1220506,0.3811482,2.8952240,0.8430918
6.7292290,1.9850000,-9.8360599,-1.0509315,0.3413111,2.9651525,1.0352933
6.9271475,2.1534183,-9.7321088,-0.9853077,0.3226309,3.0000000,0.5251416
7.1250660,2.3147600,-9.6177011,-0.9233437,0.3028852,3.0000000,0.0000000
7.3229845,2.4693423,-9.4934945,-0.8650904,0.2851779,3.0000000,0.0000000
7.5209030,2.6162511,-9.3611248,-0.8102252,0.2701780,3.0000000,0.0000000
7.7188215,2.7560510,-9.2209020,-0.7579295,0.2586639,3.0000000,0.0000000
7.9167400,2.8884828,-9.0736996,-0.7076129,0.2498699,3.0000000,0.0000000
8.1146585,3.0133349,-8.9202211,-0.6581449,0.2509995,3.0000000,0.0000000
