Speed,accy,accx,yaw_rate,steering_angle,pose_x,pose_y,time
0.0,-0.00537109375,-0.029296875,1.64794921875,,-0.1627293229103088,0.0137053420767188,0.0
0.5048450571462239,-0.007880354865273168,-0.03352360234843232,1.5322402998693594,0.0,-0.162690872880086,0.013635114149888716,0.05
0.0,-0.010233723950501632,-0.031247981770050164,1.5879231774749185,0.0,-0.16270376707623743,0.0136667048915025,0.1
0.0,-0.004816920082597979,-0.03156753694577564,1.4064298909205586,0.0,-0.16268940163605336,0.013648608622700814,0.15000000000000002
0.0,-0.010200209233439514,-0.029767257244479838,1.7056283114649697,0.0,-0.16269899171590801,0.013655295799672576,0.2
0.0,-0.006854601541091914,-0.03159679285100553,1.5235459011135108,0.0,-0.1627118204910449,0.013670877392394053,0.25
0.0,-0.012060173051398457,-0.029979721102796914,1.4067902596372106,0.0,-0.16270527031928167,0.01363949244122452,0.30000000000000004
0.0,-0.009593410398465793,-0.032666893067689474,1.645951273653728,0.0,-0.16265965611628766,0.013624682046021661,0.35000000000000003
0.0,-0.00732421875,-0.03122733690126778,1.708040079219491,0.0,-0.1627023304514854,0.013658744416282502,0.4
0.0,-0.006101942152361262,-0.03320627194527748,1.5869140625,0.0,-0.16267294603658009,0.01361771832298793,0.45
0.0,-0.009746868739191067,-0.03125,1.526249095608071,0.0,-0.16268629108926774,0.013619312715960253,0.5
0.0,-0.009764139694223819,-0.03247144577788809,1.5256932430279773,0.016822742985321784,-0.16272780054262287,0.013700267003043326,0.55
0.0,-0.005852975569901405,-0.030755319319901407,1.5266788350123244,0.035757197236604504,-0.1626786545585173,0.01361993002213073,0.6000000000000001
1.499627186693436,-0.005641645596743487,-0.03514568551130261,1.6167713600814129,0.05469165148788718,-0.1626907687598885,0.013643916305048501,0.65
-3.9713483884065455,-0.007267678025457157,-0.029853005119451412,1.2902193899314265,0.0736261057391699,-0.1626809302124989,0.01362659793949855,0.7000000000000001
1.832139848357203,-0.00616105136743472,-0.0329851369851976,1.55574266912006,0.08401445500747895,-0.16267680389532857,0.013614427318462272,0.75
-2.037765650231604,-0.005337624880186026,-0.024160063338697822,1.527273442492249,0.08343615947352748,-0.1627157025514633,0.013682091245251566,0.8
459.14197234894374,-0.18291622504410554,0.3241459455673462,8.924511585138069,0.08130966373698133,-0.16199643752132062,0.013790276141375872,0.8500000000000001
781.6717923115327,-0.10077793610066185,0.1825471698780747,3.28131772265818,0.0784962202056689,-0.15775980275946497,0.014887020015128656,0.9
1420.904394966119,-0.024931203990257923,-0.0425629612419426,4.6007099749578835,0.07529364420967143,-0.14778682329099974,0.015530463927846355,0.9500000000000001
2207.1108171240685,-0.10046865624608989,-0.27091879676142905,-0.9149809550706394,0.06813676381578565,-0.13953555172832222,0.016912027464833335,1.0
2732.3413291388133,0.06159112434778144,0.7174471109584558,17.200633534375303,0.05720036498844661,-0.12102566550340105,0.01925852053805146,1.05
3736.247981845476,-0.14463388793933568,0.5404433694046116,17.1464471897406,0.040452823932318145,-0.09283511781030113,0.022476908055444604,1.1
5094.576984344964,-0.029887490707009814,0.6359636700051253,13.712957010202192,0.018114733884836802,-0.04080917201935658,0.02891383301466746,1.1500000000000001
6731.076609672144,0.023397749587253006,0.7328665412137915,18.370581369818,-0.011563514408138305,0.010806030484040656,0.035525702188163914,1.2000000000000002
7600.938713177197,-0.029581412126556784,0.5364592543606985,16.606486879390044,-0.05073206749130912,0.09488217890835722,0.046138357872573164,1.25
8011.878228100285,0.24633577795715264,0.3750038861250175,9.66555016648186,-0.09363046245011578,0.18139922748895185,0.05610917825960175,1.3
8454.031065194984,0.06716218685555217,0.22085030821470047,6.46370480767745,-0.13242044050924984,0.278618009580425,0.06855635795574878,1.35
8829.43082334396,0.07513831885354633,0.09626847720372715,-13.0560993262608,-0.15383455861130463,0.3889402003821954,0.08154577339875296,1.4000000000000001
