0.0000000;-0.6726836;4.2798991;1.8277470;0.2866074;3.6419060;-0.8457690
0.1993983;-0.8645026;4.2236095;1.8845496;0.2814310;3.5953011;-1.0698557
0.3987965;-1.0519926;4.1569564;1.9400220;0.2772636;3.5354682;-1.2377721
0.5981948;-1.2358562;4.0799060;1.9951652;0.2752426;3.4649554;-1.3206783
0.7975931;-1.4150751000000001;3.9929207;2.0507564;0.2921031;3.3881018;-1.0932330
0.9969914;-1.589066;3.8955498;2.1123798;0.3259910;3.3231395;-1.0696851
1.1963896;-1.7563468;3.7873223;2.1774480;0.3218361;3.2583231;-1.2395484
1.3957879;-1.9165379;3.6684429;2.2407964;0.3203704;3.1815628;-1.1011832
1.5951862;-2.0685702;3.5394771;2.3093740;0.3681661;3.1117831;-1.0300210
1.7945844;-2.210765;3.3997092;2.3866282;0.3910856;3.0450657;-0.9863838
1.9939827;-2.3416647;3.2493607;2.4634838;0.3802414;2.9797750;-1.1270485
2.1933810;-2.4607691999999997;3.0892878;2.5417020;0.4165387;2.9033766;-0.6654121
2.3927793;-2.5659625999999998;2.9201856;2.6304586;0.4742772;2.8573120;-0.4699382
2.5921775;-2.6552849;2.7417518;2.7241983;0.4656226;2.8243268;-0.8732042
2.7915758;-2.7275582;2.5560271;2.8169622;0.4749722;2.7619904;-0.7627479
2.9909741;-2.7818508;2.3642182;2.9160283;0.5195819;2.7063647;-0.6451617
3.1903723;-2.8160554999999996;2.1678054;3.0231847;0.5477760;2.6584058;-0.1405960
3.3897706;-2.8286211;1.9691482;3.1344195;0.5705278;2.6478392;-0.1405960
3.5891689;-2.8186915;1.7697667;-3.0350207;0.5684125;2.6372302;0.1069633
3.7885672;-2.7863065;1.5732576;-2.9213495;0.5716213;2.6453052;-0.1403270
3.9879654;-2.7317525999999996;1.3815406;-2.8073568;0.5723941;2.6347064;0.0911688
4.1873637;-2.6556564999999996;1.1971061;-2.6935637;0.5634176;2.6415972;0.2284848
4.3867620;-2.5596843;1.0229991;-2.5822052;0.5587539;2.6587882;0.1737337
4.5861602;-2.4443327999999998;0.8594580;-2.4733387;0.5301965;2.6717857;0.5040505
4.7855585;-2.3130252999999996;0.7098444;-2.3700355;0.5032454;2.7091424;0.6205618
4.9849568;-2.1675221;0.5741296;-2.2743144;0.4567424;2.7544383;0.8468409
5.1843551;-2.0100862999999998;0.4521277;-2.1868450;0.4231511;2.8150751;0.9314070
5.3837533;-1.843051;0.3438510;-2.1062127;0.3876726;2.8802933;1.0227808
5.5831516;-1.6679113;0.2486680;-2.0320650;0.3559595;2.9502493;1.0904430
5.7825499;-1.4867584;0.1662132;-1.9653834;0.3104084;3.0230508;1.2267637
5.9819481;-1.3002125;0.0948822;-1.9082272;0.2649732;3.1029124;1.3473366
6.1813464;-1.1107045;0.0337714;-1.8581287;0.2385141;3.1883190;1.3868547
6.3807447;-0.9182600000000001;-0.0183307;-1.8131356;0.2123919;3.2739046;1.4295555
6.5801430;-0.7233741;-0.0623161;-1.7732525;0.1872452;3.3598442;1.4715766
6.7795412;-0.5276598;-0.0988510;-1.7381514;0.1657483;3.4460721;1.5029540
6.9789395;-0.33032649999999997;-0.1289730;-1.7070232;0.1470736;3.5319662;1.5270425
7.1783378;-0.1324147;-0.1532532;-1.6792119;0.1320720;3.6171487;1.5413725
7.3777360;0.0661312;-0.1723073;-1.6540908;0.1209505;3.7011429;1.5456621
7.5771343;0.26508349999999997;-0.1865631;-1.6308607;0.1120801;3.7834988;1.5450034
7.7765326;0.4642745;-0.1963251;-1.6087440;0.1098188;3.8640659;0.2268122
