Speed,accy,accx,yaw_rate,steering_angle,pose_x,pose_y,time
0.0,-0.00927734375,-0.00732421875,1.5869140625,,-0.1915954947471618,0.0170353595167398,0.0
0.0,-0.015091698961453785,-0.01025390625,1.462967925477241,0.0,-0.19159730752089324,0.01704028219571796,0.05
0.0,-0.01365738195684612,-0.01170425695684612,1.3431028248444064,0.0,-0.19160279601886124,0.017038712597719108,0.1
0.0,-0.013664925379862487,-0.01098702308701375,1.434239301623281,0.0,-0.19160972398590756,0.017038575135676,0.15000000000000002
0.0,-0.010778912094763088,-0.01123046875,1.4655499922069826,0.0,-0.1916040489566763,0.01703423450119612,0.2
0.0,-0.01587119885089686,-0.011222235846412555,1.64794921875,0.0,-0.19161067273855745,0.01703925795304315,0.25
0.0,-0.009373201907477053,-0.011795436525981641,1.5210859983761473,0.0,-0.19161037272685397,0.017040199067749617,0.30000000000000004
0.0,-0.016019357875605347,-0.011415907266003342,1.5578640370999164,0.0,-0.19160800701049924,0.017040112666105448,0.35000000000000003
0.0,-0.007816343439116887,-0.011231017812730984,1.6477776366465675,0.0,-0.1916147965012124,0.017040054364461234,0.4
0.0,-0.016848891227815483,-0.008808191116892896,1.5583890486346765,0.0,-0.19161048326971344,0.017043643458255965,0.45
0.0,-0.013671875,-0.010244033887540594,1.4050426390574258,0.0,-0.19161091733298818,0.01703992614960622,0.5
0.0,-0.018533745596280748,-0.009287814701859626,1.4950341108793868,0.0,-0.19160796356326515,0.01704050341022318,0.55
0.0,-0.010260458315454819,-0.011709577108363255,1.221358331545482,0.0,-0.19160812463871327,0.01703756986414633,0.6000000000000001
0.0,-0.017352568366547326,-0.00927734375,1.5465443112544752,0.0,-0.19161273479461668,0.017031093686819036,0.65
0.0,-0.01268807224970258,-0.015620544461355433,1.40380859375,-0.004130878837111059,-0.19162261993829102,0.01703962775007367,0.7000000000000001
0.0,-0.014870735104777127,-0.00927337229177766,1.4340779557361036,-0.010904636665998524,-0.1916177484738748,0.0170439640208036,0.75
0.0,-0.012720385691035613,-0.009302416941035613,1.5856604029482193,-0.017678394494886007,-0.1916084111093997,0.01703211016483788,0.8
0.0,-0.017340997301050085,-0.010420904688449072,1.466596981512521,-0.024452152323773485,-0.19160240153710772,0.017028967271067893,0.8500000000000001
0.0,-0.01273750535987353,-0.013708040308463025,1.7059705992947478,-0.027740037524527576,-0.19160967365819573,0.017039158157243946,0.9
317.2912855126714,-0.035916178509688604,-0.0047807714480554795,1.7249282893663311,-0.0277299991767263,-0.19163090208886766,0.017023835806984466,0.9500000000000001
