Speed,accy,accx,yaw_rate,steering_angle,pose_x,pose_y,time
0.0,-0.00830078125,-0.0126953125,1.40380859375,,-0.175373300909996,0.0418363325297832,0.0
0.0,-0.009765625,-0.024828438365173747,1.220703125,0.0,-0.1753686123493109,0.0418302970439109,0.05
0.0,-0.008413721952285066,-0.0208266826965724,1.3545380939880278,0.0,-0.17537620268833976,0.04183647099798508,0.1
0.0,-0.01175076540597972,-0.02079997623396958,1.21269927350507,0.0,-0.17538547074730954,0.04184019175041813,0.15000000000000002
0.0,-0.008838257684438322,-0.01795161748631058,1.2309521217579837,0.0,-0.17538670802959555,0.04184146944592538,0.2
0.0,-0.014508852436528651,-0.022304037539669593,1.3231609424586992,0.0,-0.17539061678641543,0.04184138703712586,0.25
0.06666507194202476,-0.009778151255663644,-0.017152475028318216,1.228532034789777,0.0,-0.17539827099053926,0.041849096206971435,0.30000000000000004
-4.766385761844711,-0.010629176873329817,-0.02412621187555673,1.1815229684716362,0.0,-0.1754058674599811,0.041843102351862844,0.35000000000000003
-3.0712673577904486,-0.007364578245252451,-0.01903489685094951,0.9826164242878677,0.0,-0.1753894589618745,0.04184685136161338,0.4
1.1210474669539918,-0.012176964763945503,-0.02076698636802725,1.310376703996594,0.0,-0.17538702895440064,0.04185336685749495,0.45
-1.173085857924018,-0.010777690330840391,-0.017125346580840393,1.220703125,0.0,-0.1753724014594052,0.041841060052880956,0.5
-1.785628430874451,-0.011097002031186283,-0.02055230140627124,1.4939710498040237,0.0,-0.17537738603759345,0.041842387527430795,0.55
-1.1885131835937273,-0.007410232645801627,-0.018152420145801627,1.2250038197900814,0.0,-0.1753720679797946,0.04183888659195571,0.6000000000000001
1.4772714244769252,-0.014116729775575694,-0.020274528493606076,1.443825713155317,0.0,-0.17537146337822165,0.041834464576134836,0.65
0.0,-0.01220703125,-0.019560545836876796,1.2225341148048,0.0,-0.17537598875640303,0.04183891215082703,0.7000000000000001
0.0,-0.013338180734005644,-0.021674783440403387,1.3189723824495767,0.0,-0.1753719756996559,0.0418276975388822,0.75
0.0,-0.008372170543987737,-0.01639883842595095,1.3450043529371167,0.0,-0.17537466383028819,0.04183038596929014,0.8
-1.0394008686920195,-0.009896064416576105,-0.023534958178649052,1.28173828125,0.0,-0.17537729143362324,0.04182736278314305,0.8500000000000001
3.1378193543815005,-0.006559674037835696,-0.016573293461621907,1.4577764904054769,0.0,-0.1753855466719416,0.04183395915092843,0.9
-1.1850608281917823,-0.009507055903363397,-0.020852952426456222,1.2925596349774522,-0.006517821067235345,-0.17538558606974614,0.041839811654005604,0.9500000000000001
